Date,VFINX(t-1),TROW(t-1),AME(t-1),HON(t-1),DFS(t-1),ALL(t-1),ACN(t-1),ANSS(t-1),IEX(t-1),DOV(t-1),FBHS(t-1),FMC(t-1),ADP(t-1),ADBE(t-1),PFG(t-1),VFC(t-1),J(t-1),TEL(t-1),KSU(t-1),OKE(t-1),VFINX
2020/1/8,300.320007,127.220001,101.860001,177.759995,82.370003,112.5,204.330002,257.730011,172.179993,116.379997,66.790001,100.449997,169.710007,337.869995,31.02,97.040001,89.480003,97.669998,158.759995,75.650002,302.390015
2020/1/9,302.390015,128.279999,101.360001,179.070007,83.43,113.779999,206.149994,261.429993,173.889999,117.120003,66.629997,99.519997,171.210007,340.450012,31.059999,95.779999,90.889999,97.769997,159.910004,75.610001,301.529999
2020/1/10,301.529999,127.459999,100.760002,178.679993,82.68,113.449997,207.660004,260.799988,172.070007,115.769997,66.959999,98,171.089996,339.809998,30.77,95.059998,90.629997,98.07,158.25,75.529999,303.630005
2020/1/13,303.630005,131.029999,100.830002,181.270004,82.879997,114.480003,209.589996,264.049988,173.339996,117.129997,68.099998,98.870003,172.360001,345.630005,30.799999,95.93,91.139999,97.919998,160.149994,76.239998,303.200012
2020/1/14,303.200012,129.729996,100.839996,180.449997,83.040001,113.800003,207.729996,262.869995,172.460007,117.120003,68.019997,98.279999,171.229996,344.630005,30.74,96.529999,92.580002,100.32,159.309998,75.970001,303.769989
2020/1/15,303.769989,130.149994,100.660004,180.729996,83.32,114.260002,207.259995,264.279999,173.119995,117.610001,69.07,98.510002,172.809998,342.940002,30.860001,95.709999,92.769997,98.839996,159.710007,75.910004,306.320007
2020/1/16,306.320007,132.020004,100.190002,182.259995,83.639999,116.150002,208.979996,266.809998,175.669998,119.599998,69.599998,99.589996,174.880005,345.380005,31.23,95.129997,93.470001,99.5,161.630005,76.779999,307.51001
2020/1/17,307.51001,132.259995,101.779999,183.229996,84.440002,117.550003,209.199997,270.279999,175.850006,119.529999,69.410004,100,176.869995,349.73999,31.219999,94.269997,94,100.18,166.520004,77.169998,306.700012
2020/1/21,306.700012,132.300003,101.260002,180.929993,83.68,117.800003,209.149994,273.820007,174.860001,117.959999,69.900002,98.150002,176.199997,350,31.700001,94.629997,94.790001,99.5,165.460007,75.910004,306.799988
2020/1/22,306.799988,132.589996,100.269997,180.050003,85.339996,117.650002,209.410004,274.730011,173,117.870003,69.980003,97.599998,178.330002,350.059998,31.809999,94.57,94.849998,98.949997,164.809998,75.599998,307.170013
2020/1/23,307.170013,133.210007,100.779999,179.580002,85.849998,118.150002,210.679993,277.709991,173.740005,118.650002,70.559998,96.830002,177.830002,351.76001,31.51,85.410004,96.059998,100.370003,166.729996,76.290001,304.399994
2020/1/24,304.399994,131.179993,99.57,177.130005,76.290001,118.279999,208.570007,277.339996,172.139999,117.110001,69.510002,95.68,177.210007,351.369995,31.209999,84.529999,97,98.400002,166.580002,74.839996,299.600006
2020/1/27,299.600006,128.539993,97.779999,173.539993,73.910004,116.580002,206.550003,270.700012,169.779999,115.43,67.459999,93.82,175.740005,346.899994,31.209999,82.510002,95.279999,96.839996,164.080002,74,302.619995
2020/1/28,302.619995,131.300003,99.330002,175.460007,75.230003,117.540001,210.240005,278.359985,171.279999,116.449997,67.889999,95.089996,178.300003,354.630005,30.75,83.629997,94.839996,98.099998,167.520004,75.050003,302.369995
2020/1/29,302.369995,136.119995,99.629997,175.669998,75.800003,118.360001,207.960007,277.720001,172.139999,116.379997,67.260002,96.370003,171.039993,351.660004,30.08,84.059998,94.779999,98.07,169.699997,74.940002,303.359985
2020/1/30,303.359985,136.570007,99.330002,178.339996,76.370003,119.879997,208.369995,280.140015,165.919998,118.919998,71.010002,96.050003,175.009995,356.73999,30.290001,84.559998,94.489998,95.82,170.649994,75.470001,298.01001
2020/1/31,298.01001,133.529999,97.150002,173.220001,75.129997,118.540001,205.210007,274.329987,163.850006,113.849998,68.709999,95.589996,171.389999,351.140015,29.389999,82.970001,92.529999,92.18,168.690002,74.870003,300.170013
2020/2/3,300.170013,134.520004,97.720001,171.320007,75.089996,119.050003,207.800003,281.329987,165.059998,113.68,68.980003,97.610001,173.940002,358,31.049999,82.910004,93.040001,94,171.449997,74.440002,304.670013
2020/2/4,304.670013,136.809998,99.110001,175.210007,75.800003,119.949997,212.529999,289.220001,169.089996,116.459999,71.239998,98.980003,175.919998,366.73999,29.68,83.949997,95.459999,95.330002,172.490005,74.910004,308.100006
2020/2/5,308.100006,137.940002,100.029999,176.899994,77.379997,124.669998,212.220001,283.950012,170.419998,119.209999,72.059998,101.82,178.619995,365.549988,29.959999,84.599998,96.75,96.959999,172.639999,76.07,309.179993
2020/2/6,309.179993,137.770004,98.68,176.350006,76.349998,123.889999,214.160004,285.880005,171.190002,118.230003,71.540001,107.919998,180.259995,367.459991,29.01,84.080002,96.019997,94.629997,171.990005,75.849998,307.570007
2020/2/7,307.570007,138.240005,98.300003,175.279999,75.290001,124.43,211.580002,284.829987,171.350006,117.309998,70.75,105.139999,179.100006,366.089996,28.75,82.959999,95.779999,93.220001,171.860001,75.360001,309.869995
2020/2/10,309.869995,138.479996,98.599998,176.949997,75.830002,123.949997,212.550003,286.519989,174.470001,118.220001,71.730003,104.860001,179.360001,370,28.35,83.330002,97.019997,93.18,172,75.57,310.399994
2020/2/11,310.399994,138.610001,100.150002,179.149994,75.75,125.099998,212.139999,288.290009,176.050003,118.989998,72.370003,105.25,177.970001,369.279999,28.360001,82.959999,97.730003,93.449997,170.240005,75.940002,312.410004
2020/2/12,312.410004,138.479996,101.769997,181.179993,76.040001,123.779999,211.990005,292.459991,176.809998,119.849998,72.480003,106.440002,178.029999,374.290009,28.9,83.93,99.260002,94.919998,170.779999,76.410004,312.01001
2020/2/13,312.01001,136.419998,101.440002,180.119995,76.199997,124.889999,212.399994,291.679993,174.690002,119.559998,72.639999,105.43,180.110001,374.839996,28.49,84.050003,99.230003,94.540001,173.460007,76.220001,312.630005
2020/2/14,312.630005,137.389999,101.339996,180.809998,76.419998,125.57,212.369995,291.980011,174.789993,119.860001,72.989998,105.470001,181.25,379.670013,28.139999,83.660004,100.660004,93.300003,173.639999,76.980003,311.730011
2020/2/18,311.730011,137.779999,100.470001,179.419998,75.349998,124.300003,213.759995,290.899994,174.949997,119.919998,72.610001,105.790001,179.929993,378.850006,27.719999,82.669998,100.559998,91.980003,177.199997,76.940002,313.25
2020/2/19,313.25,139.059998,100.169998,180.860001,75.559998,124.260002,215.919998,296.140015,173.539993,117.25,72.330002,106.449997,181.25,383.279999,27.77,83.400002,101.459999,93.379997,176.389999,76.75,312.059998
2020/2/20,312.059998,137.740005,100.550003,180.699997,75.790001,123.459999,213.899994,294.019989,173.580002,119.019997,72.989998,108.290001,180.770004,378.959991,28.129999,83.989998,102.029999,92.919998,175.970001,77.519997,308.790009
2020/2/21,308.790009,136.270004,99.339996,179.880005,75.32,123.620003,211.889999,287.109985,173.350006,119.440002,71.029999,106.580002,178.580002,372.950012,28.16,83.720001,103.860001,91.730003,174.229996,77.059998,298.470001
2020/2/24,298.470001,131.75,95.360001,175.270004,73.150002,120.540001,204.360001,276.73999,169.440002,114.949997,69.339996,102.400002,174.539993,357.410004,27.82,81.830002,101.949997,88.089996,167.330002,75.07,289.440002
2020/2/25,289.440002,126.540001,91.75,167.800003,69.489998,117.309998,197.100006,266.440002,162.839996,110.059998,67.110001,97.739998,167.179993,347.799988,26.18,77.239998,98.709999,86.349998,161.440002,73.610001,288.339996
2020/2/26,288.339996,126.610001,91.110001,167.179993,69,115.730003,195.669998,270.190002,159.309998,108.300003,64.830002,96.889999,166.330002,351.339996,25.76,76.389999,99.830002,86.160004,160.809998,73.290001,275.660004
2020/2/27,275.660004,119.839996,87.360001,159.550003,66.18,109.919998,186.440002,244.149994,152.149994,105.239998,62.299999,92.360001,157.529999,337.519989,24.370001,73.199997,93.32,83.190002,152.339996,67.550003,273.450012
2020/2/28,273.450012,118.010002,86,162.169998,65.580002,105.25,180.589996,242.190002,148,102.739998,61.75,93.099998,154.740005,345.119995,23.92,72,92.339996,82.870003,150.679993,66.720001,286.029999
2020/3/2,286.029999,125.480003,90.019997,164.240005,67.879997,112.669998,189.550003,258.809998,153.039993,107.400002,63.669998,96.910004,163,360.279999,25.75,74.650002,96.889999,85.349998,155.059998,69.129997,278
2020/3/3,278,123.489998,87.32,161.889999,64.309998,109.199997,182.220001,249.070007,149.419998,105.720001,62.82,94.589996,155.240005,348.339996,25.23,71.510002,97.599998,83,152.270004,68.25,289.73999
2020/3/4,289.73999,128.759995,91.010002,171.190002,66.690002,114.510002,188.860001,259.5,153.899994,110.699997,67.18,99.349998,164.389999,363.850006,25.42,74.309998,101.290001,85.800003,158.630005,70.660004,279.980011
2020/3/5,279.980011,122.010002,89.07,164.919998,64.57,108.459999,182.559998,248.059998,148.210007,105.779999,63.869999,94.830002,160.669998,351.029999,24.879999,71.57,97.260002,81.370003,154.020004,68.690002,275.209991
2020/3/6,275.209991,116.75,88.519997,164.029999,62.580002,107.139999,178.75,237.779999,146.240005,101.489998,60.419998,90.529999,159.149994,336.769989,24.540001,70.129997,94.07,78.690002,147.080002,61.209999,253.220001
2020/3/9,253.220001,103.639999,76.260002,152.860001,54.759998,95.610001,164.110001,222.410004,135.690002,93.75,56.169998,79.239998,150.919998,305.790009,21.85,62.389999,88.940002,74.139999,124.739998,38.099998,265.730011
2020/3/10,265.730011,112.790001,82.260002,161.690002,57.689999,99.260002,174.559998,229.119995,144.449997,100.529999,59.360001,86.980003,154.419998,332.380005,22.41,65.160004,92.279999,78.699997,129.949997,38.029999,252.770004
2020/3/11,252.770004,105.519997,77.25,153.389999,53.200001,92.769997,165.110001,217.729996,134.869995,95.550003,54.939999,83.260002,148.009995,315.230011,20.92,62.720001,88,72.989998,129.229996,35.939999,228.779999
2020/3/12,228.779999,91.730003,67.519997,134.850006,44.880001,83.800003,152.529999,204.460007,123.139999,85.580002,47.650002,77.440002,130.279999,285,18.51,55.349998,79.120003,67.599998,114.550003,28.459999,250.100006
2020/3/13,250.100006,107.330002,74.599998,149.410004,51.759998,92.769997,166.509995,235.419998,130.850006,90.75,48.599998,88.050003,144.5,335.5,19.23,59.540001,86.760002,70.209999,127.610001,30.719999,220.139999
2020/3/16,220.139999,97.550003,62.540001,135.270004,37.869999,84.980003,152.539993,206.350006,115.699997,75.949997,40.900002,71.010002,122.459999,286.029999,15.71,55.720001,78.870003,60.939999,114.209999,25.01,233.300003
2020/3/17,233.300003,108.110001,65.900002,131.800003,36.869999,87.940002,157.710007,234.289993,125.959999,81.129997,41.700001,68.639999,129.389999,311.809998,15.63,60.68,80.589996,63.060001,121.199997,21.49,221.229996
2020/3/18,221.229996,108.410004,65.650002,119.610001,27,75.550003,151.149994,221.669998,114,69.860001,36.5,59.82,117.599998,294.609985,11.5,57.299999,79.43,53.080002,109.32,15.37,222.270004
2020/3/19,222.270004,102.610001,69.010002,118.959999,28.33,74.690002,158.5,221.089996,123.360001,70.800003,37.720001,67.510002,117.370003,307.51001,13.46,57.080002,74.690002,54.599998,116.419998,20.49,212.669998
2020/3/20,212.669998,90.339996,63.369999,112.5,25.25,73.870003,149.940002,213.110001,116.480003,66.129997,36.599998,65.32,112.059998,295.339996,12.77,52.779999,65.650002,55.560001,108.519997,20.67,206.440002
2020/3/23,206.440002,85.419998,58.209999,103.860001,26.65,73.230003,143.690002,208.350006,114.650002,65.370003,34.830002,64.18,109.07,307.269989,12.41,45.990002,63.009998,54.669998,100.540001,19.6,225.839996
2020/3/24,225.839996,89.5,67.940002,119.510002,33.779999,77.919998,156.850006,217.429993,119.989998,74.739998,40.369999,68.720001,120.959999,310,13.49,52.43,69.489998,60.560001,122.360001,22.049999,228.449997
2020/3/25,228.449997,92.989998,71,129.649994,37.450001,83,151.820007,212.309998,119.360001,80.589996,42.41,73.660004,122.589996,305.910004,14.2,58.049999,73.25,63.490002,130.139999,23.110001,242.710007
2020/3/26,242.710007,101.339996,72.410004,137.399994,41.709999,89.5,171.339996,230.369995,125.809998,84.610001,44.450001,80.209999,137.059998,322.670013,15.8,61.93,79.82,68.199997,133.479996,24.360001,234.539993
2020/3/27,234.539993,98.43,71.010002,131.270004,38.41,88.459999,162.880005,223.020004,131.179993,81.949997,43.439999,76.620003,131.380005,305.829987,14.84,57.790001,74.879997,62.779999,127.959999,20.940001,242.429993
2020/3/30,242.429993,98.830002,73.720001,131.75,37.59,94.639999,169.820007,235.130005,136.880005,85.639999,44.509998,82.639999,137.820007,318.390015,14.39,59.75,77.989998,63.720001,129.380005,20.040001,238.570007
2020/3/31,238.570007,97.650002,72.019997,133.789993,35.669998,91.730003,163.259995,232.470001,138.110001,83.940002,43.25,81.690002,136.679993,318.23999,14.74,54.080002,79.269997,62.98,127.18,21.809999,228.039993
2020/4/1,228.039993,93.870003,69.809998,129.710007,31.530001,86.400002,154.679993,211.25,133.199997,79.980003,39.380001,76.970001,129.720001,301.209991,13.07,48.68,79.220001,59.119999,122.129997,19.200001,233.289993
2020/4/2,233.289993,97.139999,71.089996,132.809998,30.99,85.790001,156.270004,216.199997,136.380005,80.599998,38.459999,74.18,131.550003,303.959991,13.55,49.119999,81.18,58.990002,121,21.629999,229.789993
2020/4/3,229.789993,95.190002,71.290001,127.449997,28.530001,85.959999,152.149994,218.300003,138.509995,77.360001,35.419998,70.879997,128.570007,293.609985,12.95,48.880001,78.970001,58.689999,123,21.639999,245.940002
2020/4/6,245.940002,102.699997,75.43,134,33.459999,93.519997,166.050003,242.460007,143.960007,84.730003,40.619999,78.029999,139.649994,319.130005,13.56,54.669998,83.419998,65.620003,134.509995,23.33,245.550003
2020/4/7,245.550003,101.900002,75.790001,135.240005,35,92.529999,164.119995,239.649994,146.089996,85.510002,43.650002,79.440002,136.960007,308.929993,13.61,56.34,81.879997,65.040001,138.100006,24.280001,253.979996
2020/4/8,253.979996,105.510002,77.230003,139.25,37.220001,97.25,171.729996,244.369995,151,89.599998,47.290001,82.870003,138.529999,317.179993,14.66,57.990002,80.940002,69.059998,139.75,26.450001,257.690002
2020/4/9,257.690002,105.160004,78.230003,143.429993,39.209999,100.339996,177.919998,237.919998,151.520004,89.410004,50.830002,90,142.520004,318.700012,16.6,59.209999,81.309998,71.169998,136.600006,28.4,255.089996
2020/4/13,255.089996,102.239998,76.970001,137.940002,36.18,98,172.570007,242.929993,146.630005,86.370003,46.860001,86.629997,139.529999,320.649994,15.77,57.5,79.830002,69.120003,136.580002,29.219999,262.920013
2020/4/14,262.920013,101.93,78.080002,140.589996,35.529999,102.440002,178.100006,254.800003,150.220001,87.709999,46.150002,86.669998,143.869995,340.769989,14.9,59.57,81.809998,69.970001,139.339996,30.469999,257.149994
2020/4/15,257.149994,98.980003,76.050003,134.839996,32.98,97.940002,169.449997,253.979996,145.399994,84.389999,43.330002,84.040001,137.639999,332.549988,14.4,55.849998,80.019997,65.410004,134.160004,27.41,258.640015
2020/4/16,258.640015,99.540001,76,132.330002,31.690001,99.93,167.949997,257.820007,146.830002,84.150002,43.790001,83.330002,136.919998,342.700012,13.87,54.849998,79.050003,63.66,135,26.57,265.579987
2020/4/17,265.579987,103.489998,80.309998,138.320007,35.040001,104.919998,175.089996,263.899994,152.729996,88.489998,46.599998,86.099998,141.080002,344.109985,15.08,57.5,84.199997,67.440002,139.360001,29.379999,260.829987
2020/4/20,260.829987,101.150002,77.75,135.699997,35.220001,102.720001,174.740005,266.720001,151.580002,85.970001,43.919998,84.559998,139.820007,344.880005,14.61,55.830002,80.699997,66.580002,131.229996,28.209999,252.839996
2020/4/21,252.839996,98.849998,73.910004,132,34.299999,100.089996,166.240005,253.279999,148.630005,84.510002,42.25,83.589996,133.610001,328.98999,14.24,53.34,78.209999,64.550003,131.009995,26.93,258.640015
2020/4/22,258.640015,100.629997,75.889999,133.029999,35.150002,101.989998,172.309998,263.269989,151.660004,86.32,43.080002,84.110001,138.699997,336.769989,13.99,54.27,79.510002,67.279999,129.339996,27.309999,258.51001
2020/4/23,258.51001,99.160004,75.68,134.679993,34.82,99.449997,172.899994,258.950012,152.360001,88.010002,43.799999,87.370003,135.919998,335.369995,14.33,54.349998,79.75,68.150002,128.830002,29.200001,262.119995
2020/4/24,262.119995,100.339996,77.059998,135.520004,36.23,101.440002,175.460007,259.450012,152.720001,90.970001,43.720001,88.199997,139.229996,344.100006,14.73,54.57,80,70.150002,131.410004,27.66,265.980011
2020/4/27,265.980011,106.5,79.279999,139.880005,37.439999,103.089996,179.429993,262.869995,156.289993,93.190002,46.82,90.379997,142.220001,348.5,16.27,57.709999,79.790001,73.470001,131.830002,28.52,264.589996
2020/4/28,264.589996,113.889999,80.760002,142.759995,40.060001,101.839996,178.360001,257.350006,157.779999,94.910004,49.66,90.889999,143.009995,333.450012,16.969999,59.5,83.5,73.650002,133.300003,30.530001,271.630005
2020/4/29,271.630005,116.919998,84.5,146.160004,45.91,105.82,187.559998,265.839996,157.880005,96.309998,51.529999,95.019997,145.839996,349.170013,17.83,60.279999,82.730003,78.379997,136,30.92,269.140015
2020/4/30,269.140015,115.629997,83.870003,141.899994,42.970001,101.720001,185.190002,261.829987,153.630005,93.650002,48.200001,91.900002,146.690002,353.640015,17.379999,58.099998,82.75,73.459999,130.550003,29.93,261.609985
2020/5/1,261.609985,110.440002,80.489998,137.25,41.369999,99.739998,180.089996,255.639999,151.289993,91.470001,51.5,89.919998,140.419998,343.839996,17.120001,55.43,80.779999,70.580002,128.360001,27.940001,262.720001
2020/5/4,262.720001,109.489998,79.669998,135.199997,41.369999,100.339996,179.529999,258.799988,150.630005,90.639999,51.110001,89.639999,144.479996,349.109985,16.700001,55.720001,81.029999,69.459999,123.93,29.190001,265.100006
2020/5/5,265.100006,109.669998,81.190002,134.869995,41.099998,102.150002,181.619995,262.230011,151.779999,91.889999,53.07,89.5,145.820007,356.130005,15.79,55.66,81.540001,70.82,125.400002,29.93,263.26001
2020/5/6,263.26001,108.199997,81.720001,133.039993,39.139999,101.480003,180.380005,268.070007,151.699997,90.370003,51.939999,91.980003,144.559998,362.519989,14.98,56.02,78.349998,71.830002,127.25,28.65,266.390015
2020/5/7,266.390015,111.339996,83.309998,132.789993,40.48,100.849998,187.110001,260.76001,153.399994,91.07,53.830002,94.110001,147.770004,366.779999,15.41,57.279999,78.550003,73.32,131.330002,29.75,270.940002
2020/5/8,270.940002,114.059998,84.32,136.910004,42.720001,100.790001,188.559998,263.019989,154.699997,92.230003,56.09,93.480003,146,367.51001,16.42,58.23,79.970001,76.75,136.630005,31.33,270.980011
2020/5/11,270.980011,112.669998,83.239998,134.279999,40.459999,101.839996,187.75,265.850006,153.559998,90.720001,54.200001,91.5,144.610001,371.420013,15.28,57.299999,78.57,74.610001,134.199997,31.379999,265.450012
2020/5/12,265.450012,112.75,80.82,127.589996,39.200001,97.550003,185.720001,259.790009,148.070007,86.739998,51.84,89.139999,141.729996,365.100006,14.42,55.790001,74.660004,71.410004,132.169998,32.939999,260.839996
2020/5/13,260.839996,107.940002,77.970001,122.970001,36.389999,92.080002,181,252.110001,146.800003,83.410004,49.630001,88.769997,134.580002,358.559998,13.99,52.759998,72.07,68.75,134.949997,30.48,263.899994
2020/5/14,263.899994,112.57,78.75,127.050003,39.23,93.919998,179.990005,252.149994,149.029999,85.489998,51.639999,88.610001,134.949997,355.390015,13.72,55.439999,71.599998,69.849998,134.110001,30.709999,264.959991
2020/5/15,264.959991,113.510002,79.589996,125.410004,38,95.379997,183.880005,253.929993,148.419998,84.940002,53.560001,88.019997,134.850006,365.299988,13.9,51.959999,72.110001,70.040001,133.850006,32.389999,273.339996
2020/5/18,273.339996,117.220001,83.279999,136.039993,41.060001,99.040001,192.75,263.51001,154.630005,90.519997,60.419998,90.830002,136.399994,367.970001,15.97,56.450001,77.370003,76.269997,138.979996,35.07,270.5
2020/5/19,270.5,114.190002,84.010002,131.949997,39.75,97.269997,190.089996,262.410004,151.149994,89.559998,59.59,89.18,133.100006,372.200012,15.21,54.84,74.279999,76.370003,142.619995,35.110001,275.049988
2020/5/20,275.049988,114.839996,84.830002,136.029999,41.009998,96.989998,195.179993,272.209991,152.369995,91.040001,60.529999,93.07,134.779999,383.630005,16.01,55.98,76.410004,78.349998,148.740005,36.509998,272.929993
2020/5/21,272.929993,114.650002,84.860001,137.690002,40.75,94.129997,193.5,266.279999,151.559998,90.839996,60.330002,91.870003,133.320007,382.170013,15.82,56.290001,76.970001,76.290001,146.339996,36.02,273.619995
2020/5/22,273.619995,115.089996,85.900002,139.179993,40.470001,94.82,193.710007,269.869995,150.449997,89.769997,60.540001,93.300003,134.869995,385.26001,15.67,55.639999,77.099998,76.230003,147.25,36.200001,276.98999
2020/5/26,276.98999,120.050003,88.410004,144.940002,44.080002,94.050003,196.399994,268.970001,155.089996,94.790001,62.610001,94.82,138.919998,376.630005,16.48,59.82,80.610001,80.620003,153.539993,37.619999,281.100006
2020/5/27,281.100006,122.459999,91.690002,148.589996,49.599998,97.730003,199.929993,269.309998,159.210007,97.269997,64.220001,96.220001,144.669998,375.170013,18.040001,62.18,84.220001,83.220001,154.75,37.599998,280.549988
